Nazwa firmy,Tytuł oferty,Kategoria,Poziom doświadczenia,Umiejętności,Mile widziane umiejętności,Czas pracy,Typ miejsca pracy,Typ umowy,Widełki finansowe [PLN],Wynagrodzenie brutto,Województwo,Miasto,Ulica,Otwarte dla obywateli Ukrainy,Zdalna rozmowa kwalifikacyjna,Data publikacji oferty
Link Group,Senior Salesforce Engineer,22,senior,"Apex, REST API, Salesforce, Workato",,full_time,remote,B2B,20000.0-25000.0,False,mazowieckie,Warszawa,,False,False,2025-02-25 16:00:15.760000+00:00
Link Group,Senior Salesforce Engineer,24,senior,"Apex, REST API, Salesforce, Workato",,full_time,remote,B2B,20000.0-25000.0,False,mazowieckie,Warszawa,,False,False,2025-02-25 16:00:15.760000+00:00
emagine Polska,CRM Pipedrive Specialist,22,senior,"CRM, Pipedrive",,full_time,remote,B2B,15120.0-25200.0,False,mazowieckie,Warszawa,Domaniewska 39A,False,True,2025-02-25 16:00:15.760000+00:00
Reef Technologies,Lead Python Backend Engineer,5,senior,"Backend, Databases, Linux / Unix, Python",,full_time,remote,B2B,54600.0-65520.0,False,pomorskie,Gdynia,Remote,True,True,2025-02-25 16:00:15.760000+00:00
Reef Technologies,Senior Python Backend Engineer,5,senior,"Backend, Databases, Linux / Unix, Python",,full_time,remote,B2B,31920.0-49560.0,False,podkarpackie,Rzeszów,Remote,True,True,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Junior Programista Angular🎯,7,junior,".NET C#, .NET Core, Angular, Entity Framework, Git, Jira, Polish, React, TypeScript, Vue.js",,full_time,office,Any,6000.0-9000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Junior Programista Angular💎,7,junior,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,6000.0-9000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Mid Programista Angular🚀,7,mid,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,10000.0-15000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Mid Programista Angular🎯,7,mid,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,10000.0-15000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Mid Programista Angular🍀,7,mid,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,10000.0-15000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Mid Programista Angular💎,7,mid,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,10000.0-15000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
4 o'clock Interactive,Fullstack Web Developer,3,mid,"CSS, Easy Admin, Git, HTML, JavaScript, MySQL, PHP, REST API, Symfony",,full_time,remote,B2B,12000.0-15000.0,False,małopolskie,Kraków,"Ostatnia, 1c",True,True,2025-03-01 09:00:30.212000+00:00
Splunk,Senior Software Engineer (31196),20,senior,"C++, Docker, EC2, Go, Java, Kubernetes, s3",,full_time,hybrid,Permanent,20670.0-28420.0,True,małopolskie,Kraków,Pawia 21,True,True,2025-03-01 09:00:30.212000+00:00
SCALO,System - Business Analyst,17,senior,"BPMN, Bankowość, Enterprise Architect, REST API, SQL, UML",,full_time,remote,B2B,20160.0-23520.0,False,mazowieckie,Warszawa,Al. Jerozolimskie 100,False,True,2025-03-01 08:02:12.934000+00:00
7N,SAS Developer,19,senior,"DWH, Liferay, ORDS, Oracle, PL/SQL, SAS, SAS Viya, SharePoint, WebDAV",,full_time,hybrid,B2B,21840.0-26040.0,False,mazowieckie,Warszawa,Puławska 182,False,True,2025-03-01 08:02:12.934000+00:00
emagine Polska,Senior Java Developer,6,senior,"Docker, Java, Kafka, Kubernetes, PostgreSQL, REST API",,full_time,hybrid,B2B,24360.0-27720.0,False,mazowieckie,Warszawa,,False,False,2025-03-01 08:02:12.934000+00:00
Experis Manpower Group,Senior Salesforce Consultant (Sales Cloud),24,senior,"Sales Cloud, Salesforce",,full_time,remote,B2B,28560.0-38640.0,False,mazowieckie,Warszawa,Warszawa,False,True,2025-03-01 08:02:12.934000+00:00
Jit Team,Java Test Performance Engineer,11,senior,"Apache JMeter, Apache Kafka, Java, SQL, Splunk, Testing",,full_time,hybrid,B2B,19000.0-25200.0,False,pomorskie,Gdynia,,False,False,2025-03-01 08:02:12.934000+00:00
Antal Sp. z o.o.,Tech Lead Fullstack Engineer,6,senior,"Java, React",,full_time,hybrid,B2B,160.0-220.0,False,mazowieckie,Warszawa,centrum,False,False,2025-03-01 08:02:12.934000+00:00
People More P.S.A.,Full Stack Developer - Relocation to Belgium,1,mid,"Angular, J2EE, SQL",,full_time,remote,B2B,23000.0-34000.0,False,wielkopolskie,Poznań,center,False,True,2025-03-01 08:02:12.934000+00:00
People More P.S.A.,Senior Frontend Developer - Relocation to Belgium,1,senior,"Angular, Bootstrap, CSS3, HTML5, JavaScript, NgRx, RxJS, SASS, SSE, TypeScript",,full_time,remote,B2B,22000.0-33000.0,False,małopolskie,Kraków,center,False,True,2025-03-01 08:02:12.934000+00:00
AUCTANE Poland,Software Engineer,7,mid,".NET C#, API",,full_time,hybrid,Permanent,11300.0-21400.0,True,lubuskie,Zielona Góra,Kostrzyńska 4,False,False,2025-03-01 08:02:12.934000+00:00
Mobile Vikings,Frontend Developer,1,mid,"CSS, English, HTML, JavaScript, RWD, SEO",,full_time,hybrid,B2B,14000.0-17500.0,False,dolnośląskie,Wrocław,plac Grunwaldzki 23,False,False,2025-03-01 08:02:12.934000+00:00
NetworkedAssets,DevOps Engineer,12,mid,"AWS, Ansible, CI/CD tools, Kubernetes, Linux, Python, Terraform, TypeScript",,full_time,hybrid,B2B,11000.0-20000.0,False,dolnośląskie,Wrocław,Stacyjna 1,False,True,2025-03-01 08:02:12.934000+00:00
ITDS,Senior Project Manager (Investment Banking),15,senior,"Confluence, IT Project Management, Investment Banking Products, Jira",,full_time,hybrid,B2B,20000.0-24000.0,False,mazowieckie,Warszawa,Złota 59,True,True,2025-03-01 08:02:12.934000+00:00
Relativity,Staff Engineer - Site Reliability Engineering (SRE),12,senior,"Azure, CI/CD, DevOps, Go, Java, Python, SaaS",,full_time,hybrid,Permanent,25000.0-37500.0,True,małopolskie,Kraków,,False,False,2025-03-01 08:02:12.934000+00:00
Relativity,AI Security Consultant,18,senior,"AI, SaaS, Security",,full_time,hybrid,Permanent,18250.0-27400.0,True,małopolskie,Kraków,,False,False,2025-03-01 08:02:12.934000+00:00
Relativity,Lead User Experience Engineer,14,senior,"CSS, HTML, JavaScript, UI, UX",,full_time,remote,Permanent,18750.0-28080.0,True,małopolskie,Kraków,,False,False,2025-03-01 08:02:12.934000+00:00
N-iX,Senior Render Engineer,24,senior,"2d/3d visualization, 3D",,full_time,remote,B2B,19870.0-24630.0,False,małopolskie,Kraków,Zabłocie 43A,False,False,2025-03-01 08:02:12.934000+00:00
Experis Manpower Group,Senior Backend Java Developer,6,senior,"GAC, Java, Linux",,full_time,remote,B2B,23100.0-24750.0,False,łódzkie,Poland,Remote,False,True,2025-03-01 08:02:12.934000+00:00
Lingaro,Solutions Architect with MS Fabric,23,senior,"Azure, Azure Databricks, Data Engineering, MS Fabric",,full_time,remote,B2B,33000.0-40000.0,False,mazowieckie,Warszawa,Puławska 180,True,True,2025-03-01 08:02:12.934000+00:00
Limango Polska,Mid Golang Developer (100% remote possible),20,mid,"AWS, Cloud, Golang, Microservice Architecture",,full_time,remote,B2B,15000.0-16500.0,False,dolnośląskie,Wrocław,Świętego Antoniego 2/4,True,True,2025-03-01 08:02:12.934000+00:00
Epiq,Sr. Devops Engineer,12,senior,"AWS, Docker, Terraform",,full_time,remote,B2B,130.0-160.0,False,dolnośląskie,Wrocław,Komandorska 12,False,True,2025-03-01 08:02:12.934000+00:00
Apollo.io,Senior FullStack Engineer backend-heavy (L6) 100% remote,1,senior,"Ansible, CSS, Cloud, GCP, HTML, JavaScript, PySpark, Python, Redux, Ruby",,full_time,remote,Permanent,28000.0-39000.0,True,mazowieckie,Warszawa,,False,False,2025-03-01 08:02:12.934000+00:00
Apollo.io,Backend Engineer (L4) 100% remote,4,mid,"Ansible, Elasticsearch, GCP, Grafana, Kibana, NoSQL, Python, REST API, Ruby, Ruby on Rails",,full_time,remote,Permanent,22000.0-28000.0,True,mazowieckie,Warszawa,,False,False,2025-03-01 08:02:12.934000+00:00
Apollo.io,Senior Backend Engineer (L5-L6) 100% remote,4,senior,"Ansible, Databases, Elasticsearch, GCP, Grafana, Kibana, NoSQL, Python, REST API, Ruby",,full_time,remote,Permanent,28000.0-39000.0,True,mazowieckie,Warszawa,,False,False,2025-03-01 08:02:12.934000+00:00
Link Group,Test Manager,11,c_level,"Project Management, Test Management, software testing",,full_time,remote,B2B,16800.0-24360.0,False,mazowieckie,Warszawa,Rondo Daszyńskiego,False,True,2025-03-01 08:02:12.934000+00:00
Reply Polska Sp. z o. o.,Mid/Senior DevOps Engineer (B2B),12,mid,"Azure, Kubernetes, Terraform",,full_time,hybrid,B2B,16000.0-35000.0,False,śląskie,Katowice,Wrocławska 54,False,False,2025-03-01 08:02:12.934000+00:00
Reply Polska Sp. z o. o.,Mid/Senior DevOps Engineer (UoP),12,mid,"Azure, Kubernetes, Terraform",,full_time,hybrid,Permanent,13000.0-22000.0,True,śląskie,Katowice,Wrocławska 54,False,False,2025-03-01 08:02:12.934000+00:00
Link Group,Full-stack .NET with Angular Developer,7,senior,".Net, Angular, HTML5, RESTful API",,full_time,remote,B2B,16800.0-20160.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 142A,False,True,2025-03-01 08:02:12.934000+00:00
Link Group,Senior .NET Developer with Azure,7,senior,".Net, Azure, RESTful API, SQL",,full_time,remote,B2B,21840.0-25200.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 142A,False,True,2025-03-01 08:02:12.934000+00:00
Link Group,AWS Data Engineer,19,mid,"AWS, Apache Spark, ETL, Python, SQL",,full_time,remote,B2B,22000.0-25000.0,False,mazowieckie,Warszawa,Aleje Jerozolimskie 142A,False,True,2025-03-01 08:02:12.934000+00:00
Bright Inventions,Senior Fullstack Developer,1,senior,"AWS, JavaScript, Node.js, React, TypeScript, nestJS",,full_time,hybrid,B2B,140.0-160.0,False,pomorskie,Gdańsk,Matejki 12,False,True,2025-03-01 08:02:12.934000+00:00
Link Group,Lead/ Senior Test Automation,11,senior,".Net/C#/Python, English, RPA, Testing",,full_time,remote,B2B,18480.0-20160.0,False,mazowieckie,Warszawa,aleje Jerozolimskie 142A,True,True,2025-03-01 08:02:12.934000+00:00
Reply Polska Sp. z o. o.,Senior .NET Backend Developer (B2B),7,senior,".NET C#, Azure, Azure DevOps, CQRS, CosmosDB, Event Sourcing, Event-Driven Architecture, Microservices, MongoDB, RESTful API",,full_time,hybrid,B2B,22000.0-30000.0,False,śląskie,Katowice,Wrocławska 54,False,True,2025-03-01 08:02:12.934000+00:00
Reply Polska Sp. z o. o.,Senior .NET Backend Developer (UoP),7,senior,".NET C#, Azure, Azure DevOps, CQRS, CosmosDB, Event Sourcing, Event-Driven Architecture, Microservices, MongoDB, RESTful API",,full_time,hybrid,Permanent,16000.0-22000.0,True,śląskie,Katowice,Wrocławska 54,False,True,2025-03-01 08:02:12.934000+00:00
IKOL System,Frontend Developer,1,mid,"CSS, HTML, Vue.js",,Undetermined,office,B2B,6000.0-12000.0,False,mazowieckie,Warszawa,Globusowa 5,False,False,2025-03-01 08:02:12.934000+00:00
OChK,Backend Developer,10,mid,".NET Core, C#, Dapper, Entity Framework, MS SQL, Microservices, PostgreSQL, REST API, SOAP, SQL",,full_time,hybrid,B2B,12000.0-15000.0,False,mazowieckie,Warszawa,Grzybowska 62,False,True,2025-03-01 07:01:29.278000+00:00
Primaris,Manual Tester,11,junior,"Confluence, Jira, MS Excel, SQL, Swagger",,full_time,remote,B2B,6720.0-8400.0,False,mazowieckie,Warszawa,Bukowińska 22B,False,True,2025-03-01 07:01:29.278000+00:00
Sopra Steria,Senior/Lead Developers (C++ & Angular),24,senior,"Angular, C++, JavaScript",,full_time,hybrid,B2B,16000.0-22400.0,False,śląskie,Katowice,Uniwersytecka 13,False,True,2025-03-01 07:01:29.278000+00:00
Holisticon Connect,"Data Engineer (GCP, DataMesh)",19,senior,"Avro, Data modeling, GCP, Java, NoSQL, Parquet, Python, SQL, Scala, Terraform",,full_time,remote,B2B,20160.0-27270.0,False,dolnośląskie,Wrocław,Fabryczna 6,False,True,2025-03-01 07:01:29.278000+00:00
Antal Sp. z o.o.,Test Automation Engineer,11,mid,Automated Testing,,full_time,hybrid,B2B,15000.0-20000.0,False,pomorskie,Gdańsk,puławska,False,False,2025-03-01 07:01:29.278000+00:00
HN Experts,Test Automation Engineer with German,11,mid,"ISTQB, Java, Test Automation",,full_time,remote,B2B,10000.0-15000.0,False,mazowieckie,Szczecin,Remote,False,True,2025-03-01 07:01:29.278000+00:00
SCALO,Automation Tester/QA (Python + PyTest),11,mid,"Python, Selenium, pytest",,full_time,remote,B2B,16800.0-18840.0,False,łódzkie,Łódź,Piotrkowska,False,False,2025-03-01 07:01:29.278000+00:00
capital.com,Manual QA Engineer,11,senior,"API Testing, QA, Quality Assurance, REST API",,full_time,remote,B2B,13000.0-25000.0,False,mazowieckie,Warszawa,Prosta 67,True,True,2025-03-01 07:01:29.278000+00:00
Holisticon Connect,"Senior Fullstack Engineer (Python, React)",5,senior,"CI/CD, Databases, Django, GCP, Python 3.x, React, TypeScript, fastapi",,full_time,remote,B2B,23520.0-26880.0,False,dolnośląskie,Wrocław,Fabryczna 6,False,True,2025-03-01 07:01:29.278000+00:00
Britenet,Salesforce Developer - Force Academy,6,junior,"CSS/HTML, English, Java, JavaScript, SQL",,full_time,office,Permanent,4700.0-5000.0,True,lubelskie,Lublin,Wojciechowska 9,False,True,2025-03-01 07:01:29.278000+00:00
FINANTEQ,Junior Full Stack Developer (Java i React),6,junior,"Java, Kubernetes, REST, React, Spring Boot",,full_time,remote,Permanent,9000.0-11500.0,True,lubelskie,Lublin,Nałęczowska 16,False,True,2025-03-01 06:02:09.277000+00:00
4soft,Node.js Developer,1,mid,"Blockchain, JavaScript, Nest.js, Node.js",,full_time,remote,B2B,16000.0-20000.0,False,dolnośląskie,Wrocław,Łaciarska 4,False,True,2025-03-01 06:02:09.277000+00:00
LST-SOFT SP. Z O.O.,Junior Programista Angular🚀,7,junior,".NET C#, .NET Core, Angular, Entity Framework, Jira, Polish, PostgreSQL, React, TypeScript, Vue.js",,full_time,office,Any,6000.0-9000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
LST-SOFT SP. Z O.O.,Junior Programista Angular🍀,7,junior,".NET C#, .NET Core, Angular, Entity Framework, Git, Jira, Polish, React, TypeScript, Vue.js",,full_time,office,Any,6000.0-9000.0,True,wielkopolskie,Złotniki,Krzemowa 1,False,False,2025-02-25 16:00:15.760000+00:00
Experis Manpower Group,Data Engineer,19,mid,"Agile, Azure, Azure Data Factory, Azure Synapse, Databricks, ETL, English, MS SQL Server or Netezza, Power BI / BO, Python",,full_time,remote,B2B,25200.0-28560.0,False,dolnośląskie,Wrocław,Wrocław,False,True,2025-02-25 16:00:15.760000+00:00
Motorola Solutions,Lead DevOps / Platform Software Engineer,12,senior,"Ansible/ Terraform, CI/CD, Jenkins, Kubernetes, Linux, PostreSQL, RHEL, RabbitMQ, Scripting, Virtualization",,full_time,remote,Permanent,23000.0-26000.0,True,małopolskie,Kraków,Czerwone Maki 82,True,True,2025-02-25 16:00:15.760000+00:00
Motorola Solutions,Senior DevOps Platform Software Engineer,12,senior,"Ansible/ Terraform, CI/CD, Jenkins, Kubernetes, Linux, PostreSQL, RHEL, RabbitMQ, Scripting, Virtualization",,full_time,remote,Permanent,18000.0-22000.0,True,małopolskie,Kraków,Czerwone Maki 82,True,True,2025-02-25 16:00:15.760000+00:00
Quickchannel Sp. z o.o.,Python Developer,5,mid,"Bazy Danych, Flask, Python",,full_time,hybrid,Permanent,10000.0-20000.0,True,małopolskie,Kraków,Wadowicka 6,False,False,2025-02-25 16:00:15.760000+00:00
WAYF,Lead Digital Designer - Shape Global Digital Products at WAYF,14,senior,"Adobe Creative Cloud, Figma, Framer, UX Design, UX/UI",,full_time,remote,B2B,18000.0-27000.0,False,mazowieckie,Warszawa,,False,True,2025-02-25 15:56:27.792000+00:00
AdTonos,Senior Node.js Developer,1,senior,"Angular, ES6+, Fastify, Microservices, Nest.js, NoSQL, Node.js, OLAP, SQL, TypeScript",,full_time,remote,B2B,24000.0-26000.0,False,pomorskie,Gdynia,Aleja Zwycięstwa 96/98,True,True,2025-02-25 15:20:01.804000+00:00
Gemius,Android System Engineer,10,mid,"Android Studio, EdXposed, English, Git, Java, Jetpack Compose, Kotlin, Magisk, REST API, SQL",,full_time,hybrid,B2B,17000.0-20000.0,False,mazowieckie,Warszawa,Domaniewska 48,False,True,2025-02-25 15:14:23.119000+00:00
Trans.eu Group SA,AI Engineer,25,mid,"Git, NLP, Python, SQL",,full_time,hybrid,B2B,17000.0-23000.0,False,dolnośląskie,Wrocław,Racławicka 2,False,True,2025-02-25 15:09:14.008000+00:00
Altimetrik Poland,Senior Software Engineer (SIEM),18,senior,"AWS, Bash, Docker, English, Kubernetes, Python, SIEM",,full_time,remote,B2B,26000.0-30000.0,False,małopolskie,Kraków,Wielicka 28,False,False,2025-02-25 15:01:12.470000+00:00
Navblue,Senior Site Reliability Engineer,12,senior,"AWS, DNS, Firewall, Linux OS, MS SQL, MySQL, Perl, XML",,full_time,hybrid,Permanent,12000.0-19000.0,True,pomorskie,Gdańsk,aleja Grunwaldzka 472d,True,True,2025-02-25 15:01:12.470000+00:00
TUATARA,Fullstack Developer,6,mid,"Angular, CSS, Git, GraphQL, HTML, Java, Node.js, REST API, SQL, TypeScript",,full_time,remote,B2B,10000.0-16000.0,False,mazowieckie,Warszawa,al. Jerozolimskie 181 B,False,True,2025-02-25 15:01:12.470000+00:00
Harvey Nash Technology,Senior Java Developer,6,senior,"Amazon AWS, Docker, JMS, Java, Kafka, Microservices, RESTful, RabbitMQ, SOAP, Spring Boot",,full_time,remote,B2B,21000.0-27000.0,False,mazowieckie,Warszawa,Mokotowska 49,True,True,2025-02-25 15:01:12.470000+00:00
Jit Team,Senior Fullstack Developer (Python and JavaScript/ React),5,senior,"JavaScript, Microservices, PostgreSQL, Python, React",,full_time,hybrid,B2B,20000.0-22000.0,False,mazowieckie,Warszawa,.,False,True,2025-02-25 15:01:12.470000+00:00
Rigby,Quality Assurance,11,mid,"API Testing, English, Manual Testing, Test Automation, Test Cases",,full_time,remote,B2B,7000.0-11000.0,False,dolnośląskie,Wrocław,Robotnicza 42A,True,True,2025-02-25 15:01:12.470000+00:00
CorazLepszaFirma.pl Sp. z o.o.,Senior Backend Developer (NestJS),1,senior,"AWS, Backend, GitLab, Jira, Kanban, Nest.js, Node.js, TypeScript",,full_time,remote,B2B,24000.0-27200.0,False,lubelskie,Lublin,Startowa 14,False,True,2025-02-25 15:01:12.470000+00:00
emagine Polska,Data Architect,19,senior,"Azure, Data, Data modeling, Databricks, Python",,full_time,hybrid,B2B,30240.0-38640.0,False,mazowieckie,Warszawa,,False,False,2025-02-25 15:01:12.470000+00:00
FINANTEQ,Senior Cloud Engineer,5,senior,"Amazon AWS, Kubernetes, Python",,full_time,remote,B2B,21500.0-25500.0,False,lubelskie,Lublin,Nałęczowska 16,True,True,2025-02-25 15:01:12.470000+00:00
emagine Polska,Senior Test Automation Engineer,11,senior,"Python, SQL, Test Automation, Testing",,full_time,hybrid,B2B,23520.0-26880.0,False,pomorskie,Gdańsk,,False,False,2025-02-25 15:01:12.470000+00:00
P&P Solutions,Mobile Developer,6,mid,"Composer, Kotlin, Kotlin Coroutines, MVC, MVVM, Swift, SwiftUI, UIKit",,full_time,hybrid,B2B,15120.0-21840.0,False,mazowieckie,Warszawa,Łucka 15,False,True,2025-02-25 15:01:12.470000+00:00
Connectis,Big Data Architect,19,mid,"Big Data, DWH, ETL",,full_time,remote,B2B,24000.0-27000.0,False,mazowieckie,Warszawa,Sienna 39,False,True,2025-02-25 15:01:12.470000+00:00
Shen.AI,SDK Engineer,9,senior,"API, Android, C++, JavaScript, Node.js, OpenGL, React, TypeScript, Web Services, iOS",,full_time,remote,B2B,16000.0-18000.0,False,dolnośląskie,Wrocław,Powstańców Śląskich 95,False,True,2025-02-25 15:01:12.470000+00:00
emagine Polska,Operations Engineer,12,senior,"AI/ML, Agile, Cloud, DevOps, Docker, Kubernetes, SQL",,full_time,hybrid,B2B,22680.0-26040.0,False,mazowieckie,Warszawa,Domaniewska 39A,False,True,2025-02-25 15:01:12.470000+00:00
emagine Polska,Java Developer with Angular,6,senior,"Angular, Java, Mockito, RabbitMQ, Redis, SPRING DATA JPA, SQL Server, Spring Boot, Spring Security, junit5",,full_time,remote,B2B,24360.0-24360.0,False,mazowieckie,Warszawa,Domaniewska 39A,False,True,2025-02-25 15:01:12.470000+00:00
Miquido,Junior IT Administrator,13,junior,"English, GitLab, Jira, Linux, Mac OS, Network Administration, Polish, Problem Solving, Windows",,full_time,office,B2B,6050.0-9580.0,False,małopolskie,Kraków,Zabłocie 43A,False,True,2025-02-25 15:01:12.470000+00:00
